Drug-1001:F20176
Drug-1006:F8719
Drug-101:F5797
Drug-1016:F7499
Drug-1017:F18140
Drug-1017:F20507
Drug-1017:F12162
Drug-1017:F6315
Drug-1020:F2200
Drug-1020:F17280
Drug-1020:F1873
Drug-1020:F2029
Drug-1020:F17190
Drug-1020:F18139
Drug-1020:F11469
Drug-1022:F2071
Drug-1028:F12119
Drug-1029:F11715
Drug-1029:F17143
Drug-1029:F17190
Drug-1030:F1035
Drug-1032:F13112
Drug-1032:F13472
Drug-1032:F12651
Drug-1032:F2030
Drug-1033:F2150
Drug-1033:F8719
Drug-1033:F5797
Drug-1035:F5839
Drug-1035:F12469
Drug-1035:F2952
Drug-1036:F14501
Drug-1036:F2118
Drug-1038:F11965
Drug-1038:F19132
Drug-1045:F12766
Drug-1045:F4052
Drug-1045:F14661
Drug-1056:F2191
Drug-1056:F2117
Drug-1056:F2116
Drug-1056:F435
Drug-1056:F2201
Drug-1058:F12194
Drug-1061:F12326
Drug-1061:F1177
Drug-1063:F12622
Drug-1063:F10628
Drug-1063:F10509
Drug-1063:F10923
Drug-1065:F10780
Drug-1065:F7967
Drug-1067:F16819
Drug-1069:F12786
Drug-1069:F19031
Drug-1069:F13112
Drug-1069:F2030
Drug-107:F11101
Drug-107:F7967
Drug-1095:F4118
Drug-1096:F7104
Drug-1097:F11527
Drug-1097:F362
Drug-1098:F10518
Drug-1106:F8719
Drug-1110:F6405
Drug-1113:F2117
Drug-1113:F435
Drug-1113:F2201
Drug-1113:F2116
Drug-1114:F2065
Drug-1116:F7499
Drug-1116:F2777
Drug-1116:F6239
Drug-1116:F21799
Drug-1117:F17734
Drug-1119:F20547
Drug-1119:F2948
Drug-1119:F4294
Drug-1124:F10586
Drug-1124:F16819
Drug-1125:F12786
Drug-1125:F19031
Drug-1135:F17310
Drug-1135:F16982
Drug-1143:F1518
Drug-1143:F20119
Drug-1143:F21255
Drug-1143:F222
Drug-1146:F6405
Drug-1148:F845
Drug-1148:F1064
Drug-1148:F842
Drug-1152:F7120
Drug-1160:F7104
Drug-1160:F7391
Drug-1170:F12786
Drug-1170:F19031
Drug-1170:F12651
Drug-1182:F2117
Drug-1182:F2116
Drug-1184:F7125
Drug-1188:F8870
Drug-1188:F894
Drug-119:F2156
Drug-119:F10568
Drug-119:F3060
Drug-119:F1960
Drug-119:F20705
Drug-119:F2154
Drug-119:F10552
Drug-119:F10533
Drug-1196:F2116
Drug-1196:F2117
Drug-1196:F2201
Drug-1201:F2121
Drug-1204:F12194
Drug-1205:F18140
Drug-1210:F6315
Drug-1210:F18140
Drug-1212:F12651
Drug-1217:F1518
Drug-1217:F2952
Drug-1217:F5839
Drug-1217:F1858
Drug-1217:F1314
Drug-1222:F7345
Drug-1222:F12119
Drug-1222:F6782
Drug-1222:F20564
Drug-1230:F2256
Drug-1236:F10749
Drug-1236:F983
Drug-1236:F18344
Drug-1236:F13995
Drug-1240:F1064
Drug-1249:F11906
Drug-1249:F16556
Drug-1250:F6405
Drug-1251:F6782
Drug-1251:F12119
Drug-1251:F7345
Drug-1258:F6561
Drug-1260:F2150
Drug-1260:F5797
Drug-1263:F2032
Drug-1263:F18140
Drug-1265:F19031
Drug-1265:F12786
Drug-127:F7104
Drug-128:F10862
Drug-128:F12067
Drug-1283:F13632
Drug-1283:F15670
Drug-1285:F6405
Drug-1287:F2121
Drug-1288:F2201
Drug-1294:F11815
Drug-1294:F8719
Drug-130:F10509
Drug-1303:F2121
Drug-131:F10583
Drug-131:F2118
Drug-131:F14501
Drug-1313:F2093
Drug-1313:F17822
Drug-1313:F10586
Drug-1313:F2073
Drug-1313:F16819
Drug-1320:F7499
Drug-1329:F17822
Drug-1329:F16819
Drug-1329:F10586
Drug-133:F11814
Drug-1337:F12372
Drug-1337:F23347
Drug-1337:F3144
Drug-1346:F19570
Drug-1346:F16343
Drug-1348:F7345
Drug-1351:F20869
Drug-1351:F4441
Drug-1351:F12784
Drug-1351:F5295
Drug-1352:F7262
Drug-137:F3255
Drug-1377:F18140
Drug-1377:F19608
Drug-1384:F1873
Drug-1384:F13150
Drug-1387:F6555
Drug-1387:F12831
Drug-1388:F16819
Drug-139:F6405
Drug-139:F2493
Drug-139:F15663
Drug-139:F5153
Drug-139:F10826
Drug-1390:F12746
Drug-1399:F18658
Drug-1399:F21989
Drug-1401:F20854
Drug-1404:F16819
Drug-1429:F1064
Drug-1447:F2777
Drug-1453:F2150
Drug-1453:F5797
Drug-1456:F2116
Drug-1456:F2117
Drug-1464:F11962
Drug-1465:F18140
Drug-1483:F6239
Drug-1483:F2777
Drug-149:F8662
Drug-149:F658
Drug-1508:F21989
Drug-1513:F1504
Drug-1513:F2150
Drug-1513:F10583
Drug-1513:F8719
Drug-1513:F2118
Drug-1513:F5797
Drug-1530:F3676
Drug-1563:F18140
Drug-1563:F6315
Drug-1575:F16450
Drug-1575:F11004
Drug-1575:F15164
Drug-1590:F10583
Drug-1590:F14501
Drug-1592:F6405
Drug-1600:F8719
Drug-1600:F11815
Drug-1606:F20090
Drug-1606:F15662
Drug-1621:F2005
Drug-1627:F2193
Drug-1648:F7104
Drug-1649:F2029
Drug-1649:F4091
Drug-1649:F1873
Drug-1649:F2200
Drug-1649:F18139
Drug-1649:F17280
Drug-1649:F2083
Drug-1649:F17190
Drug-1649:F11469
Drug-1649:F13095
Drug-167:F12753
Drug-171:F2201
Drug-1711:F2093
Drug-1711:F16819
Drug-175:F12760
Drug-176:F7499
Drug-1772:F3501
Drug-1772:F8664
Drug-1772:F16723
Drug-1772:F12445
Drug-1772:F21881
Drug-1772:F719
Drug-1772:F2595
Drug-1772:F1666
Drug-1772:F16561
Drug-1772:F8434
Drug-1772:F21830
Drug-1772:F626
Drug-1772:F11660
Drug-1772:F16371
Drug-1772:F12857
Drug-1772:F7444
Drug-1772:F18551
Drug-178:F3255
Drug-185:F11527
Drug-185:F6561
Drug-185:F362
Drug-187:F10518
Drug-187:F1032
Drug-192:F10518
Drug-192:F1032
Drug-193:F14799
Drug-193:F10628
Drug-195:F1052
Drug-1951:F12056
Drug-198:F13112
Drug-198:F2030
Drug-200:F2201
Drug-200:F7967
Drug-200:F435
Drug-200:F20192
Drug-201:F2071
Drug-201:F14501
Drug-201:F13216
Drug-201:F2142
Drug-201:F2079
Drug-201:F2118
Drug-207:F10727
Drug-207:F3675
Drug-207:F3104
Drug-207:F12572
Drug-207:F6288
Drug-207:F14770
Drug-207:F4045
Drug-211:F12786
Drug-216:F2117
Drug-216:F2116
